Anim	ear	iddam	idsire	dam	sex	line	gen	bwt	fost_dam	wwt	sire	f_date	w_date	bleed_date	bleedage	wbc	rbc	hemoglobin	hematocrit	mcv	mch	mchc	rdw	platelet	mpv	neutrophil	lymphocyte	monocyte	eosinophil	basophil	unidentifiedcells	plateletsclumped	rfip	group	pen	diet	onagedev	weantobleed
208002212	2212	107016906	107003401	16906	2	1	8	2.6	16410	15	3401	7/22/2011	8/15/2011	8/30/2011	39	10	6.53	11	36.2	55.4	16.9	30.4	22.5	452	9.3	3.51	5.66	0.57	0.17	0.03	0.07	No	.	.	.	.	.	15
208002301	2301	107000809	107013002	809	3	2	8	2.7	.	13	13002	7/22/2011	8/15/2011	8/30/2011	39	19.18	6.39	10.6	36.7	57.5	16.6	29	17.6	972	8.6	7.63	10.63	0.69	0.06	0.06	0.12	Yes	1.042274887	55	5	1	91	15
208002304	2304	107000809	107013002	809	3	2	8	2.2	.	12	13002	7/22/2011	8/15/2011	8/30/2011	39	14.1	6.43	9.8	33.3	51.8	15.2	29.4	22	769	8.6	7.46	6.06	0.42	0.07	0.03	0.06	Yes	.	.	.	.	.	15
208002306	2306	107000809	107013002	809	3	2	8	2.6	.	15	13002	7/22/2011	8/15/2011	8/30/2011	39	15.45	6.73	10.5	36.9	54.8	15.7	28.6	23.3	807	8.9	7.43	7.18	0.49	0.09	0.03	0.23	Yes	0.195183602	55	6	2	91	15
208002308	2308	107000809	107013002	809	2	2	8	2.7	.	15	13002	7/22/2011	8/15/2011	8/30/2011	39	14.32	6.82	10.5	35.8	52.4	15.4	29.4	21.6	534	9.6	7.45	6.36	0.37	0.07	0.03	0.04	Yes	.	.	.	.	.	15
208002310	2310	107000809	107013002	809	2	2	8	1.7	.	11	13002	7/22/2011	8/15/2011	8/30/2011	39	12.82	6.27	10.4	35.1	56	16.5	29.5	19.3	711	8.9	5.63	6.5	0.41	0.06	0.03	0.21	Yes	0.315068655	55	6	2	91	15
208002403	2403	107010911	107000303	10911	3	1	8	4.5	.	15	303	7/22/2011	8/15/2011	8/30/2011	39	12.87	6.45	11	36.5	56.6	17.1	30.2	20.1	477	9.3	4.77	7.41	0.42	0.1	0.01	0.13	Yes	-0.599501199	55	3	1	91	15
208002405	2405	107010911	107000303	10911	3	1	8	3.3	.	14	303	7/22/2011	8/15/2011	8/30/2011	39	10.71	7.04	10.4	34.8	49.4	14.8	29.9	26.7	710	9.3	5.98	4.26	0.21	0.12	0.01	0.13	Yes	.	.	.	.	.	15
208002406	2406	107010911	107000303	10911	3	1	8	2.8	.	15	303	7/22/2011	8/15/2011	8/30/2011	39	9.87	6.38	9.6	32.7	51.3	15	29.2	26.9	737	9.6	4.34	5.03	0.19	0.19	0.01	0.12	Yes	-1.743706342	55	4	2	91	15
208002407	2407	107010911	107000303	10911	2	1	8	4.5	.	17	303	7/22/2011	8/15/2011	8/30/2011	39	13.77	6.82	10.5	35.2	51.6	15.5	30	22.6	600	9.7	5.32	7.39	0.59	0.4	0.03	0.04	Yes	-2.029124577	55	4	2	91	15
208002408	2408	107010911	107000303	10911	2	1	8	3.9	.	16	303	7/22/2011	8/15/2011	8/30/2011	39	12.95	6.2	9.1	31	50	14.7	29.5	26.1	718	9.2	6.88	5.44	0.32	0.14	0.01	0.14	Yes	-0.546812594	55	3	1	91	15
208002501	2501	107017110	107011403	17110	3	1	8	3.2	.	16	11403	7/22/2011	8/15/2011	8/30/2011	39	15.24	6.23	10.6	35.8	57.4	17	29.5	19.3	820	9.4	8.28	6.25	0.32	0.06	0.03	0.3	Yes	-1.12415769	55	6	2	91	15
208002503	2503	107017110	107011403	17110	3	1	8	3.2	.	13	11403	7/22/2011	8/15/2011	8/30/2011	39	15.19	6.9	11.4	37.1	53.8	16.5	30.8	18.5	605	9.8	4.07	10.21	0.44	0.2	0.05	0.26	Yes	-0.555245502	55	5	1	91	15
208002507	2507	107017110	107011403	17110	2	1	8	3.5	.	17	11403	7/22/2011	8/15/2011	8/30/2011	39	14.16	6.22	10.6	35.1	56.4	17.1	30.4	19.1	740	9	6	7.32	0.41	0.21	0.03	0.18	Yes	-0.942671487	55	5	1	91	15
208002508	2508	107017110	107011403	17110	2	1	8	3.1	.	16	11403	7/22/2011	8/15/2011	8/30/2011	39	27.68	6.4	10.8	35	54.7	16.9	30.8	21.4	531	9.3	17.8	8.22	0.69	0.5	0.06	0.42	Yes	-1.782443398	55	6	2	91	15
208002509	2509	107017110	107011403	17110	2	1	8	2.4	.	10	11403	7/22/2011	8/15/2011	8/30/2011	39	11.85	6.16	10.4	34.6	56.2	16.9	30.1	19.1	656	9.5	4.16	6.71	0.73	0.14	0.02	0.07	Yes	.	.	.	.	.	15
208002601	2601	107015708	107010905	15708	3	1	8	3.2	.	14	10905	7/23/2011	8/15/2011	8/30/2011	38	19.3	6.72	10.6	34.5	51.4	15.8	30.7	21.7	491	8.9	6.2	11.73	1.04	0.12	0.08	0.14	Yes	-1.01722149	55	5	1	90	15
208002603	2603	107015708	107010905	15708	3	1	8	2.2	.	11	10905	7/23/2011	8/15/2011	8/30/2011	38	10.11	6.1	10.6	34.8	57.1	17.4	30.4	23.8	493	9.1	5.69	4.02	0.27	0.07	0.02	0.03	Yes	.	.	.	.	.	15
208002604	2604	107015708	107010905	15708	3	1	8	2.7	.	7	10905	7/23/2011	8/15/2011	8/30/2011	38	12.09	6.17	10.2	34.3	55.6	16.6	29.9	20.9	621	9	8.02	3.8	0.11	0.07	0.01	0.08	Yes	.	.	.	.	.	15
208002606	2606	107015708	107010905	15708	2	1	8	2.5	.	12	10905	7/23/2011	8/15/2011	8/30/2011	38	6.86	6.29	10.5	35.3	56	16.7	29.9	24.1	569	8.9	2.09	4.29	0.36	0.07	0.01	0.04	Yes	-1.716528207	55	6	2	90	15
208002608	2608	107015708	107010905	15708	2	1	8	2.2	.	12	10905	7/23/2011	8/15/2011	8/30/2011	38	9.82	5.88	10.1	33.7	57.3	17.1	29.9	21.6	529	8.4	4.45	4.61	0.43	0.08	0.02	0.24	Yes	.	.	.	.	.	15
208002609	2609	107015708	107010905	15708	2	1	8	2.5	.	12	10905	7/23/2011	8/15/2011	8/30/2011	38	14.15	6.2	10.1	34.1	55	16.3	29.7	22.2	707	8.9	8.53	4.8	0.52	0.04	0.03	0.23	Yes	.	.	.	.	.	15
208002702	2702	107012903	107013502	12903	3	2	8	4	.	15	13502	7/23/2011	8/15/2011	8/30/2011	38	11.63	5.39	7.6	25.9	48.1	14.2	29.5	20	668	9.8	3.91	7.28	0.24	0.07	0.01	0.12	Yes	0.194642168	55	6	2	90	15
208002704	2704	107012903	107013502	12903	3	2	8	3.6	.	16	13502	7/23/2011	8/15/2011	8/30/2011	38	16.79	6.77	9.9	33.9	50.1	14.6	29.2	22.1	627	8.9	7.1	8.75	0.71	0.17	0.03	0.05	Yes	.	.	.	.	.	15
208002705	2705	107012903	107013502	12903	3	2	8	4.1	.	16	13502	7/23/2011	8/15/2011	8/30/2011	38	8.37	7.22	9.4	33.6	46.5	13	28	21.3	802	9.7	3.89	3.26	0.64	0.49	0.03	0.05	Yes	0.953840986	55	5	1	90	15
208002710	2710	107012903	107013502	12903	2	2	8	3.2	.	13	13502	7/23/2011	8/15/2011	8/30/2011	38	9.32	5.95	8.5	29.3	49.2	14.3	29	18.1	803	9.7	3.48	5.02	0.64	0.1	0.02	0.05	Yes	0.149776345	55	6	2	90	15
208002711	2711	107012903	107013502	12903	2	2	8	3.5	.	15	13502	7/23/2011	8/15/2011	8/30/2011	38	14.49	5.69	8.2	28.9	50.7	14.4	28.3	22.6	975	9.3	6.03	7.39	0.71	0.28	0.01	0.06	Yes	.	.	.	.	.	15
208002712	2712	107012903	107013502	12903	2	2	8	2.7	.	13	13502	7/23/2011	8/15/2011	8/30/2011	38	9.43	5.88	7.9	27.7	47.1	13.4	28.4	21.1	1102	10	4.5	4.28	0.36	0.14	0.01	0.14	Yes	0.987400825	55	5	1	90	15
208002801	2801	107011007	107010905	11007	3	1	8	3.3	.	11	10905	7/23/2011	8/15/2011	8/30/2011	38	13.71	6.55	11.9	37.3	56.9	18.2	31.9	15.1	478	9.2	6.5	6.5	0.3	0.19	0.03	0.19	Yes	-1.599347701	55	6	2	90	15
208002803	2803	107011007	107010905	11007	3	1	8	2.9	.	12	10905	7/23/2011	8/15/2011	8/30/2011	38	16.11	6.3	11.6	37	58.7	18.5	31.4	16.1	461	9.7	7.96	7.27	0.24	0.42	0.05	0.18	Yes	-0.660411703	55	5	1	90	15
208002804	2804	107011007	107010905	11007	3	1	8	3.1	.	14	10905	7/23/2011	8/15/2011	8/30/2011	38	12.76	6.42	12	38.7	60.3	18.7	31.1	16	544	9.3	5.26	6.69	0.37	0.24	0.05	0.15	Yes	.	.	.	.	.	15
208002807	2807	107011007	107010905	11007	2	1	8	2.9	.	14	10905	7/23/2011	8/15/2011	8/30/2011	38	14.4	5.67	9.9	32.9	58	17.4	30	18.7	1016	8.2	8.35	5.3	0.56	0.14	0.03	0.03	Yes	-0.337746445	55	5	1	90	15
208002808	2808	107011007	107010905	11007	2	1	8	2.6	.	15	10905	7/23/2011	8/15/2011	8/30/2011	38	11.11	6.19	11.7	37.5	60.7	18.9	31.2	17.9	557	9.7	5.27	5.12	0.4	0.14	0.03	0.14	Yes	.	.	.	.	.	15
208002809	2809	107011007	107010905	11007	2	1	8	2.7	.	16	10905	7/23/2011	8/15/2011	8/30/2011	38	8.86	6.42	11.4	37.7	58.7	17.8	30.3	18.4	619	9.6	3.71	4.67	0.19	0.14	0.03	0.12	No	.	.	.	.	.	15
208002901	2901	107000309	107015901	309	3	1	8	2.9	.	14	15901	7/23/2011	8/15/2011	8/30/2011	38	16.19	6.2	10	34.2	55.2	16.2	29.4	24.5	1141	8.1	6.95	8.11	0.5	0.4	0.03	0.21	Yes	-1.006235386	55	5	1	90	15
208002904	2904	107000309	107015901	309	3	1	8	2.7	.	14	15901	7/23/2011	8/15/2011	8/30/2011	38	13.8	7.35	11.3	37.2	50.6	15.4	30.5	20.9	484	9.8	3.48	9.66	0.28	0.23	0.03	0.14	Yes	-1.688450716	55	6	2	90	15
208002905	2905	107000309	107015901	309	3	1	8	2.5	.	13	15901	7/23/2011	8/15/2011	8/30/2011	38	20.22	6.89	11.1	33.4	48.5	16.1	33.2	23.1	1143	11.7	9.08	9.58	0.85	0.59	0.02	0.1	Yes	.	.	.	.	.	15
208002906	2906	107000309	107015901	309	2	1	8	3.2	.	14	15901	7/23/2011	8/15/2011	8/30/2011	38	11.27	6.54	10.1	33.9	51.8	15.4	29.7	21.4	830	9.9	4.86	5.87	0.32	0.03	0.02	0.17	Yes	-1.900257628	55	6	2	90	15
208002909	2909	107000309	107015901	309	2	1	8	2.4	.	12	15901	7/23/2011	8/15/2011	8/30/2011	38	10.37	6.01	10.1	33.9	56.3	16.8	29.8	24.6	849	9.2	3.9	5.8	0.34	0.06	0.03	0.23	Yes	-0.655505449	55	5	1	90	15
208003001	3001	107014508	107003401	14508	3	1	8	2.3	10912	12	3401	7/23/2011	8/15/2011	8/30/2011	38	13.86	6.41	10.9	35.8	55.8	16.9	30.4	19.1	445	10.1	7.18	5.99	0.39	0.1	0.01	0.19	Yes	.	.	.	.	.	15
208003002	3002	107014508	107003401	14508	3	1	8	2.3	10912	12	3401	7/23/2011	8/15/2011	8/30/2011	38	13.27	6.49	11.2	37	57.1	17.2	30.2	19.1	284	11.2	8.56	3.66	0.36	0.52	0.03	0.15	Yes	-0.335121983	55	7	1	90	15
208003003	3003	107014508	107003401	14508	3	1	8	2	16008	12	3401	7/23/2011	8/18/2011	8/30/2011	38	11.91	6.27	10.2	33.2	53	16.2	30.6	21.7	688	10.1	5.54	5.43	0.39	0.12	0.02	0.4	Yes	.	.	.	.	.	12
208003005	3005	107014508	107003401	14508	2	1	8	2	15708	8	3401	7/23/2011	8/15/2011	8/30/2011	38	15.28	5.98	10.4	33	55.2	17.3	31.4	20	402	8.9	5.65	8.1	1.18	0.11	0.06	0.18	Yes	.	.	.	.	.	15
208003006	3006	107014508	107003401	14508	2	1	8	2	16008	8	3401	7/23/2011	8/18/2011	8/30/2011	38	18.57	6.21	11.5	35.6	57.3	18.4	32.2	15.2	585	10	8.13	8.86	1.24	0.15	0.04	0.13	Yes	.	.	.	.	.	12
208003007	3007	107014508	107003401	14508	2	1	8	2.3	10912	13	3401	7/23/2011	8/15/2011	8/30/2011	38	12.56	6.65	11	36.9	55.6	16.6	29.9	21.5	482	11.2	6.18	5.69	0.49	0.14	0.03	0.04	Yes	.	.	.	.	.	15
208003010	3010	107014508	107003401	14508	2	1	8	1.9	15708	12	3401	7/23/2011	8/15/2011	8/30/2011	38	12.01	6.13	10.3	34.4	56.1	16.7	29.9	22.9	438	9.4	4.9	6.31	0.53	0.19	0.02	0.06	Yes	.	.	.	.	.	15
208003103	3103	107011505	107013501	11505	3	2	8	3.2	.	17	13501	7/23/2011	8/15/2011	8/30/2011	38	10.68	6.99	10.5	36.2	51.8	15.1	29.1	21.4	531	10	3.42	6.44	0.58	0.17	0.03	0.04	Yes	-0.97495454	55	8	2	90	15
208003104	3104	107011505	107013501	11505	3	2	8	2.9	.	15	13501	7/23/2011	8/15/2011	8/30/2011	38	9.07	6.87	9.2	31.7	46.1	13.4	29.1	22.3	495	11.3	5.05	2.95	0.25	0.65	0.02	0.15	Yes	.	.	.	.	.	15
208003105	3105	107011505	107013501	11505	3	2	8	3	.	12	13501	7/23/2011	8/15/2011	8/30/2011	38	15.68	6.36	10.6	35	55.1	16.6	30.2	19	392	10.4	3.14	11.12	0.93	0.34	0.08	0.09	Yes	1.86689292	55	7	1	90	15
208003106	3106	107011505	107013501	11505	2	2	8	3.5	.	17	13501	7/23/2011	8/15/2011	8/30/2011	38	9.68	6.75	9.2	31.6	46.8	13.6	28.9	21.3	596	10.2	3.5	5.34	0.59	0.15	0.05	0.04	Yes	1.711658385	55	7	1	90	15
208003109	3109	107011505	107013501	11505	2	2	8	2.6	.	13	13501	7/23/2011	8/15/2011	8/30/2011	38	9.65	6.69	10.8	36.9	55.1	16.1	29.3	21.9	409	10.3	3.08	5.86	0.39	0.17	0.03	0.13	Yes	-0.596996451	55	8	2	90	15
208003201	3201	107011507	107000504	11507	3	2	8	3.7	.	19	504	7/24/2011	8/15/2011	8/30/2011	37	17.59	6.78	9.1	30.8	45.4	13.4	29.6	22.5	689	9.4	5.15	11.68	0.28	0.3	0.02	0.16	Yes	1.63301645	55	7	1	89	15
208003202	3202	107011507	107000504	11507	3	2	8	3.1	.	16	504	7/24/2011	8/15/2011	8/30/2011	37	11.71	7.22	9.2	31.4	43.5	12.7	29.2	26.1	869	10.7	1.7	9.51	0.2	0.14	0.01	0.15	Yes	-0.76487167	55	8	2	89	15
208003204	3204	107011507	107000504	11507	3	2	8	2.7	.	15	504	7/24/2011	8/15/2011	8/30/2011	37	12.22	7.06	9.5	33.3	47.2	13.5	28.5	28	743	10.3	2.59	8.91	0.46	0.2	0.02	0.04	No	.	.	.	.	.	15
208003205	3205	107011507	107000504	11507	2	2	8	3.6	.	16	504	7/24/2011	8/15/2011	8/30/2011	37	18.42	7.88	11.3	37.2	47.3	14.3	30.4	20.6	412	10.4	7.31	9.67	0.44	0.83	0.04	0.13	Yes	-0.945624909	55	8	2	89	15
208003208	3208	107011507	107000504	11507	2	2	8	3.3	.	15	504	7/24/2011	8/15/2011	8/30/2011	37	13.78	7.37	9.8	34.1	46.3	13.3	28.8	21.6	426	11.3	3.57	9.11	0.37	0.52	0.04	0.17	Yes	.	.	.	.	.	15
208003209	3209	107011507	107000504	11507	2	2	8	3	.	14	504	7/24/2011	8/15/2011	8/30/2011	37	11.54	6.57	11.4	36.6	55.7	17.3	31.1	15.2	596	9	3.68	6.98	0.65	0.14	0.03	0.05	Yes	1.438227179	55	7	1	89	15
208003302	3302	107010912	107000303	10912	3	1	8	3.5	.	16	303	7/24/2011	8/15/2011	8/30/2011	37	10.9	7.16	10.7	36.6	51.1	14.9	29.2	27.2	472	8.2	3.63	6.78	0.19	0.13	0.01	0.15	Yes	-0.242840268	55	7	1	89	15
208003303	3303	107010912	107000303	10912	3	1	8	3.6	.	15	303	7/24/2011	8/15/2011	8/30/2011	37	12	6.76	10.7	36.1	53.4	15.9	29.7	21	649	8.9	6.1	5.45	0.19	0.11	0.02	0.13	Yes	-2.699050601	55	8	2	89	15
208003306	3306	107010912	107000303	10912	2	1	8	3.1	.	14	303	7/24/2011	8/15/2011	8/30/2011	37	9.01	6.83	10.4	35.2	51.5	15.3	29.7	22.6	756	8.7	3.87	4.74	0.21	0.1	0.02	0.07	Yes	.	.	.	.	.	15
208003307	3307	107010912	107000303	10912	2	1	8	3.6	.	15	303	7/24/2011	8/15/2011	8/30/2011	37	12.61	6.91	10.9	36.1	52.3	15.8	30.3	22.8	574	10.3	3.56	8.46	0.37	0.18	0.01	0.04	Yes	-2.455729932	55	8	2	89	15
208003308	3308	107010912	107000303	10912	2	1	8	3	.	13	303	7/24/2011	8/15/2011	8/30/2011	37	12.59	7.29	11.1	37.4	51.2	15.3	29.8	21.8	573	9.5	5.16	6.66	0.38	0.19	0.05	0.15	Yes	-0.332820333	55	7	1	89	15
208003401	3401	107016008	107017108	16008	3	1	8	3.1	.	18	17108	7/24/2011	8/18/2011	8/30/2011	37	15.72	6.59	10.2	34.9	52.9	15.5	29.3	28.5	521	7.9	7.61	6.82	0.85	0.27	0.03	0.13	Yes	.	.	.	.	.	12
208003404	3404	107016008	107017108	16008	2	1	8	3.5	.	15	17108	7/24/2011	8/18/2011	8/30/2011	37	9.41	6.12	10.8	35	57.1	17.6	30.8	18.1	471	10.3	4.04	4.68	0.18	0.09	0.02	0.41	Yes	-0.234038794	55	7	1	89	12
208003406	3406	107016008	107017108	16008	2	1	8	3.7	.	19	17108	7/24/2011	8/18/2011	8/30/2011	37	16.63	6.67	10.2	35.3	52.9	15.3	28.8	25.5	784	9.2	5.8	9.45	0.5	0.48	0.05	0.35	Yes	-2.26130564	55	8	2	89	12
208003407	3407	107016008	107017108	16008	2	1	8	3.1	.	12	17108	7/24/2011	8/18/2011	8/30/2011	37	11.8	6.3	11.3	35.7	56.7	18	31.7	15	548	10.2	6.08	5.06	0.31	0.13	0.04	0.2	Yes	.	.	.	.	.	12
208003501	3501	107015207	107001802	15207	3	2	8	4.2	1806	19	1802	7/24/2011	8/18/2011	8/30/2011	37	11.14	6.84	7.7	28.7	42	11.3	26.8	30	977	6.9	6.54	4.08	0.36	0.11	0.02	0.03	No	0.649068458	55	11	2	89	12
208003502	3502	107015207	107001802	15207	3	2	8	4	1806	22	1802	7/24/2011	8/18/2011	8/30/2011	37	21.04	7.59	7.9	30.1	39.7	10.4	26.2	33.6	965	7.1	12.58	6.77	0.82	0.74	0.04	0.11	Yes	.	.	.	.	.	12
208003503	3503	107015207	107001802	15207	3	2	8	3.8	1806	21	1802	7/24/2011	8/18/2011	8/30/2011	37	12.54	6.29	7.9	28.1	44.7	12.5	28.1	27.2	1540	8.6	5.92	6.04	0.24	0.15	0.03	0.18	Yes	1.403760019	55	12	1	89	12
208003507	3507	107015207	107001802	15207	2	2	8	4	11507	16	1802	7/24/2011	8/18/2011	8/30/2011	37	14.77	5.99	8.4	29.9	50	14.1	28.2	21.9	1091	8.3	6.16	7.89	0.49	0.15	0.03	0.06	Yes	.	.	.	.	.	12
208003601	3601	107001806	107001601	1806	3	2	8	3.7	.	20	1601	7/24/2011	8/18/2011	8/30/2011	37	20.01	6.46	9.4	32.6	50.4	14.5	28.8	20.4	519	9.5	10.59	8.22	0.82	0.26	0.04	0.06	Yes	1.768297526	55	7	1	89	12
208003603	3603	107001806	107001601	1806	3	2	8	3.2	.	19	1601	7/24/2011	8/18/2011	8/30/2011	37	14.29	6.92	7.6	28	40.5	11	27.2	27.9	710	7.8	5.67	7.82	0.29	0.26	0.03	0.23	No	.	.	.	.	.	12
208003604	3604	107001806	107001601	1806	3	2	8	3	.	18	1601	7/24/2011	8/18/2011	8/30/2011	37	11.45	6.49	8.7	29.2	44.9	13.4	29.8	25.4	556	9	5.05	5.51	0.39	0.34	0.01	0.15	Yes	-0.538513846	55	8	2	89	12
208003606	3606	107001806	107001601	1806	2	2	8	3.1	.	18	1601	7/24/2011	8/18/2011	8/30/2011	37	12.72	6.52	8.9	30.3	46.4	13.7	29.5	25	641	10.2	3.23	8.8	0.43	0.19	0.01	0.05	Yes	.	.	.	.	.	12
208003607	3607	107001806	107001601	1806	2	2	8	2.8	.	12	1601	7/24/2011	8/18/2011	8/30/2011	37	13.23	6.04	10.8	35.8	59.2	17.8	30.1	15.7	449	9.7	6.1	6.13	0.61	0.15	0.04	0.2	Yes	1.535558425	55	7	1	89	12
208003608	3608	107001806	107001601	1806	2	2	8	2.7	.	15	1601	7/24/2011	8/18/2011	8/30/2011	37	15.26	6.04	8.4	28.6	47.3	13.9	29.5	21.4	539	9.3	5.39	8.99	0.4	0.29	0.03	0.17	Yes	-1.158974799	55	8	2	89	12
208003702	3702	107009905	107013502	9905	3	2	8	2.8	.	15	13502	7/25/2011	8/18/2011	8/30/2011	36	14.19	7.54	10.9	35.3	46.8	14.4	30.8	19.1	478	9.4	6.04	7.56	0.27	0.18	0.03	0.11	Yes	.	.	.	.	.	12
208003704	3704	107009905	107013502	9905	3	2	8	2.4	.	13	13502	7/25/2011	8/18/2011	8/30/2011	36	12.21	7	11.4	37.9	54.1	16.3	30.2	18.4	558	9.1	6.3	5.18	0.45	0.12	0.02	0.16	Yes	-0.598437144	55	8	2	88	12
208003708	3708	107009905	107013502	9905	3	2	8	2.6	.	14	13502	7/25/2011	8/18/2011	8/30/2011	36	15.17	6.98	11.4	36.4	52.1	16.3	31.3	17.3	473	9.4	8.21	6.1	0.46	0.24	0.03	0.14	Yes	1.625163136	55	7	1	88	12
208003710	3710	107009905	107013502	9905	2	2	8	2.9	.	13	13502	7/25/2011	8/18/2011	8/30/2011	36	14.6	6.7	10.3	33.2	49.6	15.3	30.9	17.5	611	9.8	5.05	8.64	0.48	0.06	0.03	0.34	Yes	-0.494879973	55	8	2	88	12
208003712	3712	107009905	107013502	9905	2	2	8	2.9	.	15	13502	7/25/2011	8/18/2011	8/30/2011	36	14.71	6.81	10.1	33	48.4	14.8	30.6	18.6	607	8.8	6.66	7.13	0.38	0.19	0.03	0.31	Yes	1.629043856	55	7	1	88	12
208003713	3713	107009905	107013502	9905	2	2	8	2.4	.	13	13502	7/25/2011	8/18/2011	8/30/2011	36	13.29	7.47	10.9	35.9	48.1	14.5	30.2	20.8	607	10.9	7.93	4.23	0.56	0.36	0.03	0.19	Yes	.	.	.	.	.	12
208003801	3801	107012608	107016901	12608	3	1	8	3.5	.	17	16901	7/26/2011	8/18/2011	8/30/2011	35	9.32	5.86	9.2	30.3	51.7	15.6	30.2	23.5	569	9.2	4.35	4.4	0.38	0.13	0.01	0.05	No	-0.00665082	55	7	1	87	12
208003803	3803	107012608	107016901	12608	3	1	8	2.8	.	16	16901	7/26/2011	8/18/2011	8/30/2011	35	12.49	6.37	10	33.5	52.5	15.7	29.8	22.3	518	8.8	5.42	6.02	0.56	0.17	0.02	0.27	Yes	-1.945743543	55	8	2	87	12
208003805	3805	107012608	107016901	12608	2	1	8	3.3	.	15	16901	7/26/2011	8/18/2011	8/30/2011	35	15.81	5.46	9.1	30.2	55.3	16.7	30.3	22.3	411	9.9	6.85	8.17	0.54	0.17	0.03	0.05	No	-2.42032189	55	8	2	87	12
208003807	3807	107012608	107016901	12608	2	1	8	3.1	.	17	16901	7/26/2011	8/18/2011	8/30/2011	35	12.64	5.83	9.4	30.7	52.7	16.1	30.5	23	650	8.5	6.62	5.27	0.38	0.13	0.03	0.21	Yes	.	.	.	.	.	12
208003808	3808	107012608	107016901	12608	2	1	8	3.3	.	18	16901	7/26/2011	8/18/2011	8/30/2011	35	14.32	6.16	10.3	34	55.1	16.7	30.4	21.7	758	8.7	5.63	7.75	0.46	0.26	0.01	0.2	Yes	.	.	.	.	.	12
208003901	3901	107015208	107002301	15208	3	2	8	3.3	.	12	2301	7/26/2011	8/18/2011	8/30/2011	35	14.03	5.6	9.3	30.6	54.6	16.6	30.4	17.3	614	10	5.06	7.84	0.38	0.51	0.03	0.22	Yes	0.609760979	55	10	2	87	12
208003902	3902	107015208	107002301	15208	3	2	8	3	.	13	2301	7/26/2011	8/18/2011	8/30/2011	35	23.44	5.98	9.6	31.8	53.2	16.1	30.3	18.7	711	9.8	6.91	14.95	0.66	0.23	0.05	0.63	Yes	1.495661825	55	9	1	87	12
208003903	3903	107015208	107002301	15208	3	2	8	2.8	.	12	2301	7/26/2011	8/18/2011	8/30/2011	35	27.73	6.03	9.8	32.6	54	16.2	29.9	20	520	10.1	8.37	17.94	0.92	0.19	0.11	0.19	Yes	.	.	.	.	.	12
208003907	3907	107015208	107002301	15208	2	2	8	2.9	.	12	2301	7/26/2011	8/18/2011	8/30/2011	35	24.47	5.62	9.3	31.9	56.8	16.6	29.3	19.5	690	10.2	8.03	15.15	0.51	0.24	0.07	0.46	Yes	.	.	.	.	.	12
208003908	3908	107015208	107002301	15208	2	2	8	3	.	10	2301	7/26/2011	8/18/2011	8/30/2011	35	27.85	6	10.6	34.7	57.8	17.7	30.6	16	419	9.9	11.86	14.15	1.48	0.19	0.06	0.14	Yes	1.675630138	55	9	1	87	12
208003910	3910	107015208	107002301	15208	2	2	8	2.7	.	12	2301	7/26/2011	8/18/2011	8/30/2011	35	22.24	6.19	9.1	31.5	51	14.7	28.8	22.9	718	10.9	6.83	14.03	0.69	0.27	0.02	0.4	Yes	0.100562109	55	10	2	87	12
208004005	4005	107011206	107002301	11206	3	2	8	2.6	.	15	2301	7/26/2011	8/18/2011	8/30/2011	35	17.85	6.93	10	34.4	49.6	14.5	29.1	22.5	521	10.3	7.71	9.01	0.79	0.21	0.05	0.05	Yes	1.309743333	55	9	1	87	12
208004008	4008	107011206	107002301	11206	3	2	8	2.7	.	15	2301	7/26/2011	8/18/2011	8/30/2011	35	16.92	6.94	9.9	34.1	49.2	14.2	28.9	21.6	744	10.9	8.34	7.82	0.46	0.22	0.02	0.05	Yes	0.111269324	55	10	2	87	12
208004009	4009	107011206	107002301	11206	3	2	8	2.1	.	13	2301	7/26/2011	8/18/2011	8/30/2011	35	13.18	7.29	9.1	32	43.9	12.4	28.4	24.5	518	8.6	5.35	7.3	0.17	0.17	0.01	0.17	Yes	.	.	.	.	.	12
208004010	4010	107011206	107002301	11206	2	2	8	2.6	.	13	2301	7/26/2011	8/18/2011	8/30/2011	35	12.35	7.15	10.2	35.2	49.3	14.2	28.8	20.9	425	11.3	4.78	6.83	0.35	0.19	0.01	0.19	Yes	0.020560419	55	10	2	87	12
208004011	4011	107011206	107002301	11206	2	2	8	3	.	15	2301	7/26/2011	8/18/2011	8/30/2011	35	14.25	6.98	9.6	33.7	48.2	13.8	28.5	22.1	830	11.1	6.36	6.68	0.66	0.26	0.01	0.29	Yes	.	.	.	.	.	12
208004012	4012	107011206	107002301	11206	2	2	8	2.8	.	12	2301	7/26/2011	8/18/2011	8/30/2011	35	8.05	6.01	9	30.9	51.4	15	29.3	19.7	459	13.2	3.36	4.01	0.26	0.16	0.02	0.24	Yes	1.382332213	55	9	1	87	12
208004101	4101	107009504	107000504	9504	3	2	8	3.5	.	12	504	7/26/2011	8/18/2011	8/30/2011	35	19.08	6.77	8.9	30.5	45	13.2	29.3	24.8	562	11.1	9.65	8.09	0.65	0.34	0.08	0.27	Yes	0.408266705	55	10	2	87	12
