Anim	ear	iddam	idsire	dam	sex	line	gen	bwt	fost_dam	wwt	sire	f_date	w_date	bleed_date	bleedage	wbc	rbc	hemoglobin	hematocrit	mcv	mch	mchc	rdw	platelet	mpv	neutrophil	lymphocyte	monocyte	eosinophil	basophil	unidentifiedcells	plateletsclumped	rfip	group	pen	diet	onagedev	weantobleed
209005403	5403	108005706	108005501	5706	3	2	9	2.4	.	15	5501	11/27/2012	12/27/2012	1/2/2013	36	9.26	6.42	9.8	33.7	52.5	15.2	29	32.1	551	11.2	3.28	4.96	0.26	0.65	0.02	0.09	Yes	1.191317619	63	3	1	100	6
209005404	5404	108005706	108005501	5706	2	2	9	2.9	.	11	5501	11/27/2012	12/27/2012	1/9/2013	43	10.37	6.2	10.6	36.3	58.6	17.2	29.3	19.1	483	9.2	2.91	6.23	0.64	0.33	0.03	0.22	Yes	0.723483308	63	6	2	100	13
209005405	5405	108005706	108005501	5706	2	2	9	3.2	.	18	5501	11/27/2012	12/27/2012	1/9/2013	43	15.19	6.77	10.7	36.6	54.1	15.8	29.3	23.6	544	10.4	3.63	10.42	0.55	0.24	0.06	0.3	No	1.243950706	63	7	1	100	13
209005406	5406	108005706	108005501	5706	2	2	9	3.4	.	22	5501	11/27/2012	12/27/2012	1/2/2013	36	10.32	6.35	7.4	27.8	43.7	11.7	26.8	30.5	1054	10.8	3.73	6.04	0.35	0.18	0.02	0.01	Yes	0.957603267	63	3	1	100	6
209005407	5407	108005706	108005501	5706	2	2	9	2.7	.	16	5501	11/27/2012	12/27/2012	1/2/2013	36	10.17	6.08	8.9	31.5	51.8	14.6	28.2	29.5	974	9.7	3.95	5.54	0.36	0.25	0.02	0.05	Yes	0.342731574	63	1	2	100	6
209005408	5408	108005706	108005501	5706	2	2	9	2.6	.	20	5501	11/27/2012	12/27/2012	1/2/2013	36	10.4	6.83	9	32.2	47.2	13.2	27.9	29.1	965	11	3.16	6.56	0.3	0.29	0.02	0.06	Yes	1.07242182	63	3	1	100	6
209005409	5409	108005706	108005501	5706	2	2	9	2.2	.	12	5501	11/27/2012	12/27/2012	1/2/2013	36	7.94	6.06	11.4	36.1	59.5	18.8	31.5	14.9	579	11.7	3.08	4.28	0.28	0.24	0.02	0.05	Yes	0.191255492	63	1	2	100	6
209005502	5502	108006811	108005106	6811	3	1	9	3	.	15	5106	11/28/2012	12/27/2012	1/2/2013	35	13.65	6.78	9	31.2	46	13.3	29	28.7	608	10.7	8.63	4.35	0.31	0.29	0.01	0.07	No	-1.14611822	63	6	2	99	6
209005503	5503	108006811	108005106	6811	3	1	9	2.4	.	13	5106	11/28/2012	12/27/2012	1/2/2013	35	9.08	7.14	10.6	36.4	50.9	14.9	29.2	23.4	734	9.4	4.37	4.04	0.33	0.26	0.01	0.07	Yes	.	.	.	.	.	6
209005504	5504	108006811	108005106	6811	3	1	9	2.4	.	13	5106	11/28/2012	12/27/2012	1/2/2013	35	11.57	7.11	10.4	35	49.3	14.6	29.6	31.5	341	7.9	4.37	6.1	0.49	0.58	0.02	0.01	Yes	-0.548625772	63	7	1	99	6
209005507	5507	108006811	108005106	6811	2	1	9	2.6	.	16	5106	11/28/2012	12/27/2012	1/2/2013	35	9.27	6.66	10.6	36.2	54.4	15.9	29.2	25.5	630	9.5	3.84	4.74	0.3	0.32	0.01	0.06	Yes	-1.321978046	63	6	2	99	6
209005509	5509	108006811	108005106	6811	2	1	9	2.3	.	15	5106	11/28/2012	12/27/2012	1/2/2013	35	10.16	6.47	9.5	33.4	51.6	14.7	28.6	28.1	823	9.5	4.11	5.43	0.29	0.24	0.02	0.06	Yes	-0.466526695	63	7	1	99	6
209005510	5510	108006811	108005106	6811	2	1	9	2.6	.	15	5106	11/28/2012	12/27/2012	1/2/2013	35	7.68	7.16	10.4	36.3	50.7	14.5	28.7	27.4	659	9.5	2.78	4.42	0.27	0.15	0.01	0.05	Yes	-0.826594787	63	3	1	99	6
209005511	5511	108006811	108005106	6811	2	1	9	2.8	.	17	5106	11/28/2012	12/27/2012	1/2/2013	35	6.89	6.88	10	36.2	52.6	14.6	27.7	33.5	875	9.3	2.51	3.75	0.33	0.22	0.01	0.06	No	-1.71022387	63	1	2	99	6
209005512	5512	108006811	108005106	6811	2	1	9	2.2	.	14	5106	11/28/2012	12/27/2012	1/2/2013	35	5.97	6.54	8.7	31.1	47.6	13.2	27.8	33.5	525	7.8	2.08	3.3	0.24	0.29	0.01	0.06	No	.	.	.	.	.	6
209005601	5601	108011108	108005501	11108	3	2	9	3.4	.	16	5501	11/29/2012	12/27/2012	1/9/2013	41	8.65	6.25	10.5	33.9	54.3	16.8	30.9	18.2	340	10.6	2.66	5.57	0.19	0.14	0.02	0.07	Yes	0.634207181	63	6	2	98	13
209005602	5602	108011108	108005501	11108	3	2	9	3.1	.	13	5501	11/29/2012	12/27/2012	1/9/2013	41	11.51	6.35	8.4	35.9	56.6	13.3	23.4	17.2	166	12.3	3.71	7.12	0.37	0.22	0.03	0.06	Yes	-0.176069436	63	1	2	98	13
209005604	5604	108011108	108005501	11108	2	2	9	3.1	.	19	5501	11/29/2012	12/27/2012	1/9/2013	41	13.91	7.27	11.7	40.4	55.5	16.1	29	23.1	523	9.5	4.08	8.85	0.53	0.35	0.07	0.04	No	0.833698815	63	6	2	98	13
209005605	5605	108011108	108005501	11108	2	2	9	3.5	.	17	5501	11/29/2012	12/27/2012	1/9/2013	41	9.35	6.56	10.4	34.7	52.9	15.9	30	18.8	492	9.2	2.19	6.45	0.37	0.23	0.03	0.07	Yes	0.160268845	63	1	2	98	13
209005701	5701	108005009	108002301	5009	3	1	9	2.9	.	17	2301	11/29/2012	12/27/2012	1/9/2013	41	14.79	6.96	10.3	33.9	48.7	14.8	30.4	27.7	766	9.6	5.9	7.32	0.62	0.33	0.03	0.59	Yes	.	.	.	.	.	13
209005703	5703	108005009	108002301	5009	3	1	9	2.7	.	20	2301	11/29/2012	12/27/2012	1/9/2013	41	13.93	7.54	10.6	37	49.2	14.1	28.7	25	547	10.5	4.61	8.34	0.52	0.22	0.03	0.22	Yes	-0.55733254	63	7	1	98	13
209005704	5704	108005009	108002301	5009	3	1	9	2.4	.	18	2301	11/29/2012	12/27/2012	1/9/2013	41	12.37	7.2	10	34.8	48.3	13.8	28.6	33.1	634	7.4	3.39	7.68	0.75	0.22	0.02	0.3	Yes	.	.	.	.	.	13
209005705	5705	108005009	108002301	5009	2	1	9	2.8	.	20	2301	11/29/2012	12/27/2012	1/9/2013	41	12.54	7.16	12	38.6	53.9	16.8	31.2	24.9	466	11	3.12	8.61	0.61	0.11	0.04	0.04	No	-1.050880893	63	6	2	98	13
209005706	5706	108005009	108002301	5009	2	1	9	3.2	.	20	2301	11/29/2012	12/27/2012	1/9/2013	41	7.67	7.82	10.7	35.7	45.7	13.7	29.9	29.5	626	7.4	0.93	5.35	0.77	0.27	0.02	0.32	No	.	.	.	.	.	13
209005708	5708	108005009	108002301	5009	2	1	9	2.9	.	20	2301	11/29/2012	12/27/2012	1/9/2013	41	10.57	7.2	11.1	37.7	52.4	15.4	29.4	27.6	502	11.7	0.93	8.45	0.78	0.23	0.03	0.14	Yes	-0.545701774	63	7	1	98	13
209005801	5801	108002409	108002301	2409	3	1	9	2.9	.	18	2301	11/29/2012	12/27/2012	1/9/2013	41	17.12	8.63	12.7	46.3	53.7	14.8	27.5	29.1	443	7.8	7.24	8.85	0.45	0.24	0.07	0.27	Yes	-1.721598966	63	6	2	98	13
209005802	5802	108002409	108002301	2409	3	1	9	2.7	.	11	2301	11/29/2012	12/27/2012	1/9/2013	41	17.16	5.77	10.2	33.8	58.5	17.7	30.3	18.7	147	14.1	9.94	6.26	0.27	0.41	0.02	0.26	Yes	.	.	.	.	.	13
209005803	5803	108002409	108002301	2409	3	1	9	2.2	.	13	2301	11/29/2012	12/27/2012	1/9/2013	41	13.93	6.82	9.9	35.1	51.5	14.5	28.2	30.7	458	10.6	4.75	8.34	0.26	0.28	0.04	0.26	Yes	-0.482045915	63	7	1	98	13
209005804	5804	108002409	108002301	2409	3	1	9	2	.	14	2301	11/29/2012	12/27/2012	1/9/2013	41	7.04	6.72	8.6	30.3	45.1	12.9	28.5	30.9	563	7.9	1.58	4.86	0.34	0.13	0.01	0.12	No	-0.77044853	63	3	1	98	13
209005805	5805	108002409	108002301	2409	3	1	9	1.7	.	12	2301	11/29/2012	12/27/2012	1/9/2013	41	11.85	6.58	10.6	36.6	55.7	16.1	28.9	25.3	329	11.9	5.4	5.52	0.26	0.44	0.02	0.2	No	-1.962330368	63	1	2	98	13
209005807	5807	108002409	108002301	2409	2	1	9	2.8	.	16	2301	11/29/2012	12/27/2012	1/9/2013	41	11.23	7.05	11.4	37.5	53.2	16.2	30.4	27.7	315	8.4	4	6.31	0.43	0.3	0.03	0.16	Yes	-1.236589582	63	6	2	98	13
209005810	5810	108002409	108002301	2409	2	1	9	2.2	10805	15	2301	11/29/2012	12/27/2012	1/9/2013	41	16.7	6.61	11.2	36.1	54.6	16.9	30.9	22.2	471	11.3	7.65	8.03	0.35	0.33	0.07	0.28	No	.	.	.	.	.	13
209005812	5812	108002409	108002301	2409	2	1	9	2.1	.	14	2301	11/29/2012	12/27/2012	1/9/2013	41	11.98	6.93	10.4	36.5	52.7	15	28.4	28.3	620	10.8	4.32	6.88	0.56	0.14	0.02	0.05	Yes	-0.665330618	63	7	1	98	13
209005814	5814	108002409	108002301	2409	2	1	9	2.7	.	16	2301	11/29/2012	12/27/2012	1/9/2013	41	11.68	7.12	11.7	40.6	57	16.4	28.8	27.5	422	8.1	3.45	7.41	0.58	0.19	0.02	0.04	No	-0.925372655	63	3	1	98	13
209005815	5815	108002409	108002301	2409	2	1	9	1.6	.	14	2301	11/29/2012	12/27/2012	1/9/2013	41	10.72	6.68	9.6	35	52.4	14.4	27.6	30	395	8.5	4.41	5.55	0.44	0.18	0.02	0.12	Yes	-1.971823573	63	1	2	98	13
209006002	6002	108010808	108010903	10808	3	1	9	2.9	.	13	10903	11/30/2012	12/27/2012	1/9/2013	40	18.65	5.73	9.4	32.2	56.2	16.4	29.2	29.8	719	10.7	10.84	6.42	0.65	0.45	0.04	0.28	Yes	-0.752253547	63	3	1	97	13
209006003	6003	108010808	108010903	10808	3	1	9	2.3	811	17	10903	11/30/2012	12/27/2012	1/9/2013	40	13.07	6.39	9.8	32.9	51.5	15.4	29.9	24.7	779	9.1	7.11	4.9	0.42	0.44	0.01	0.17	Yes	.	.	.	.	.	13
209006004	6004	108010808	108010903	10808	3	1	9	2.5	.	14	10903	11/30/2012	12/27/2012	1/9/2013	40	15.08	6.25	10	33.3	53.2	16	30	29.2	861	9.4	6.74	7.03	0.74	0.33	0.03	0.21	No	-1.730517877	63	1	2	97	13
209006006	6006	108010808	108010903	10808	2	1	9	2.7	.	17	10903	11/30/2012	12/27/2012	1/9/2013	40	16.77	7.26	10.8	35.9	49.4	14.9	30.1	28.8	773	7.6	7.98	7.6	0.5	0.44	0.03	0.2	Yes	.	.	.	.	.	13
209006007	6007	108010808	108010903	10808	2	1	9	3	.	17	10903	11/30/2012	12/27/2012	1/9/2013	40	17.23	6.83	9.7	34	49.7	14.2	28.6	28.2	934	9.4	10.15	5.93	0.48	0.5	0.02	0.16	Yes	-0.261725308	63	7	1	97	13
209006008	6008	108010808	108010903	10808	2	1	9	3	.	18	10903	11/30/2012	12/27/2012	1/9/2013	40	18.29	6.19	9	31.7	51.1	14.5	28.4	28.2	865	9.2	12.14	4.83	0.79	0.26	0.04	0.24	No	-0.735692987	63	3	1	97	13
209006009	6009	108010808	108010903	10808	2	1	9	2.6	.	14	10903	11/30/2012	12/27/2012	1/9/2013	40	14.15	6.25	10	32	51.2	16	31.3	22.1	389	10.9	7.22	5.67	0.61	0.38	0.01	0.25	Yes	-1.878400081	63	1	2	97	13
209006101	6101	108008109	108005203	8109	3	2	9	4.5	.	20	5203	12/2/2012	12/27/2012	1/9/2013	38	15.86	6.51	8.3	30.2	46.3	12.8	27.6	28.9	629	7.6	4	10.53	0.52	0.63	0.06	0.13	Yes	0.297412306	63	6	2	95	13
209006102	6102	108008109	108005203	8109	3	2	9	4.2	.	15	5203	12/2/2012	12/27/2012	1/9/2013	38	12.96	6.15	10.4	36.5	59.4	16.9	28.4	19.1	622	9.9	4.47	7.56	0.4	0.34	0.05	0.14	No	1.15810758	63	7	1	95	13
209006103	6103	108008109	108005203	8109	3	2	9	4.2	.	18	5203	12/2/2012	12/27/2012	1/9/2013	38	13.49	5.88	7.3	27.3	46.4	12.4	26.7	26.7	681	7.2	5.03	7.46	0.45	0.42	0.01	0.12	Yes	1.178620373	63	3	1	95	13
209006104	6104	108008109	108005203	8109	3	2	9	4.1	.	18	5203	12/2/2012	12/27/2012	1/9/2013	38	14.48	6.29	7.5	27.1	43.2	12	27.8	27.4	970	6.9	5.36	7.65	0.8	0.38	0.04	0.28	Yes	0.032722402	63	1	2	95	13
209006105	6105	108008109	108005203	8109	2	2	9	3.6	.	17	5203	12/2/2012	12/27/2012	1/9/2013	38	13.44	6.26	8.3	29	46.3	13.3	28.7	25.6	720	9.6	2.51	9.56	0.85	0.43	0.04	0.05	No	0.694547857	63	3	1	95	13
209006106	6106	108008109	108005203	8109	2	2	9	4	.	21	5203	12/2/2012	12/27/2012	1/9/2013	38	10.27	6.59	9.4	34.2	51.9	14.2	27.4	28.6	766	10	3.85	5.51	0.41	0.25	0.05	0.18	No	1.090432816	63	7	1	95	13
209006107	6107	108008109	108005203	8109	2	2	9	3.1	.	14	5203	12/2/2012	12/27/2012	1/9/2013	38	12.32	6.35	10.1	34.4	54.2	15.9	29.4	26.2	904	9.2	3.49	7.77	0.51	0.42	0.05	0.1	No	.	.	.	.	.	13
209006201	6201	108002809	108001602	2809	3	2	9	3.1	.	19	1602	12/2/2012	12/27/2012	1/9/2013	38	21.43	6.99	8.4	29.8	42.7	11.9	28	25.5	540	7.4	7.59	12.49	0.94	0.34	0.04	0.04	Yes	1.245320445	63	7	1	95	13
209006204	6204	108002809	108001602	2809	3	2	9	2.5	.	13	1602	12/2/2012	12/27/2012	1/9/2013	38	20.14	6.16	10.1	32.8	53.3	16.3	30.7	18.8	431	13.1	9.67	8.72	1.15	0.48	0.06	0.04	Yes	1.013413197	63	3	1	95	13
209006205	6205	108002809	108001602	2809	3	2	9	2.3	.	13	1602	12/2/2012	12/27/2012	1/9/2013	38	17.68	6.6	8.7	31	47	13.2	28.1	25	871	9.4	6.13	9.95	1.08	0.42	0.05	0.05	Yes	-0.08187329	63	1	2	95	13
209006206	6206	108002809	108001602	2809	2	2	9	3	.	16	1602	12/2/2012	12/27/2012	1/9/2013	38	19.39	6.44	10.1	33.8	52.5	15.6	29.8	21.2	629	10.6	10.08	8.09	0.76	0.37	0.04	0.04	Yes	0.411808096	63	1	2	95	13
209006207	6207	108002809	108001602	2809	2	2	9	2.3	.	15	1602	12/2/2012	12/27/2012	1/9/2013	38	17.36	6.79	9.3	33.6	49.5	13.8	27.8	28.2	423	8.1	10.05	6.21	0.66	0.24	0.03	0.17	Yes	1.203737365	63	7	1	95	13
209006208	6208	108002809	108001602	2809	2	2	9	2.3	.	15	1602	12/2/2012	12/27/2012	1/9/2013	38	22.88	7.48	8.2	29.1	38.9	10.9	28.1	27.9	571	7.4	12.58	9.2	0.45	0.27	0.02	0.34	Yes	1.00982819	63	3	1	95	13
209006209	6209	108002809	108001602	2809	2	2	9	2.3	.	11	1602	12/2/2012	12/27/2012	1/9/2013	38	12.85	6.54	9	29.5	45.1	13.7	30.4	24.3	1045	9.9	3.88	7.9	0.65	0.25	0.01	0.14	Yes	.	.	.	.	.	13
209006302	6302	108000809	108010903	809	3	1	9	2.4	.	15	10903	12/3/2012	12/27/2012	1/9/2013	37	12.56	5.61	8	26.9	47.9	14.3	29.9	27.4	957	11.4	5.12	6.4	0.47	0.34	0.01	0.21	Yes	-1.502520837	63	6	2	94	13
209006303	6303	108000809	108010903	809	3	1	9	2.2	.	15	10903	12/3/2012	12/27/2012	1/9/2013	37	15.94	6.42	10.7	36.1	56.2	16.7	29.8	29.1	634	10.2	4.99	9.28	0.86	0.41	0.06	0.33	Yes	-0.486735962	63	7	1	94	13
209006305	6305	108000809	108010903	809	3	1	9	2.2	.	14	10903	12/3/2012	12/27/2012	1/9/2013	37	12.2	6.8	9.3	31	45.5	13.6	30	31.4	205	7.9	4.82	6.11	0.64	0.38	0.04	0.23	Yes	.	.	.	.	.	13
209006306	6306	108000809	108010903	809	3	1	9	2.5	.	15	10903	12/3/2012	12/27/2012	1/9/2013	37	10.75	6.84	7.4	26.7	39	10.8	27.8	30.1	594	7.6	4.12	5.86	0.41	0.22	0.02	0.14	No	.	.	.	.	.	13
209006307	6307	108000809	108010903	809	3	1	9	2.3	.	14	10903	12/3/2012	12/27/2012	1/9/2013	37	10.56	5.85	10.8	35.5	60.7	18.5	30.4	20.5	628	10.9	3.97	5.39	0.57	0.51	0.02	0.12	No	.	.	.	.	.	13
209006310	6310	108000809	108010903	809	2	1	9	2.6	9806	16	10903	12/3/2012	12/27/2012	1/9/2013	37	13.2	6.97	10.4	35.1	50.4	14.9	29.6	26.7	765	9.9	5.83	6.28	0.59	0.26	0.03	0.2	No	-0.751760443	63	3	1	94	13
209006311	6311	108000809	108010903	809	2	1	9	2.9	9806	18	10903	12/3/2012	12/27/2012	1/9/2013	37	20.58	7.13	10.1	33.8	47.4	14.2	30	28.2	1005	10.4	8.56	10.35	0.64	0.58	0.04	0.39	Yes	-1.831622441	63	1	2	94	13
209006312	6312	108000809	108010903	809	2	1	9	2.2	811	12	10903	12/3/2012	12/27/2012	1/9/2013	37	14.41	5.6	9.1	30.3	54.1	16.3	30.2	25.5	895	10.2	6.67	6.46	0.99	0.2	0.03	0.06	Yes	.	.	.	.	.	13
209006501	6501	108009806	108010903	9806	3	1	9	3.4	.	19	10903	12/3/2012	12/27/2012	1/9/2013	37	16.53	6.9	9.9	33.9	49.2	14.4	29.2	28.3	777	9.3	6.26	9.11	0.63	0.45	0.03	0.05	Yes	-0.592759735	63	3	1	94	13
209006502	6502	108009806	108010903	9806	3	1	9	2.9	.	15	10903	12/3/2012	12/27/2012	1/9/2013	37	14.1	6.41	9.1	30.4	47.4	14.2	29.9	29.5	914	9.9	5.53	7.39	0.62	0.35	0.03	0.18	No	.	.	.	.	.	13
209006503	6503	108009806	108010903	9806	3	1	9	2.7	.	17	10903	12/3/2012	12/27/2012	1/9/2013	37	21.03	7.17	9.8	34.2	47.6	13.6	28.6	29.9	487	7.8	8.41	10.73	0.97	0.67	0.04	0.23	Yes	-2.03016207	63	1	2	94	13
