Idpig,ear,dam,sex,line,gen,bwt,fost_dam,wwt,sire,f_date,w_date,DateBled,BleedAge,WBC,RBC,Hemoglobin,Hematocrit,MCV,MCH,MCHC,RDW,Platelet-Auto,MPV,Neutrophil,Lymphocyte,Monocyte,Eosinophil,Basophil,UnidentifiedCells,PlateletsClumped
208000606,606,3408,3,1,8,2.6,,10.5,11403,7/20/2011,8/11/2011,8/26/2011,37,17.22,5.34,10.3,34.3,64.2,19.2,30,19.1,524,10.5,11.02,5.2,0.57,0.1,0.05,0.28,Yes
208000705,705,15210,3,2,8,3.3,,15,13002,7/20/2011,8/11/2011,8/26/2011,37,19.38,5.72,9.2,31.9,55.7,16,28.7,21,588,9.3,11.53,6.94,0.31,0.23,0.02,0.35,Yes
208000706,706,15210,3,2,8,3.7,,14.5,13002,7/20/2011,8/11/2011,8/26/2011,37,11.98,5.91,9.6,33,55.8,16.3,29.2,24.3,831,9,3.11,8.16,0.35,0.16,0.04,0.17,Yes
208000708,708,15210,3,2,8,2.9,,12,13002,7/20/2011,8/11/2011,8/26/2011,37,14.49,4.94,8,26.3,53.4,16.1,30.2,22.6,670,8.5,7.26,6.38,0.62,0.12,0.03,0.1,Yes
208000802,802,506,3,2,8,3.7,,15,9502,7/20/2011,8/11/2011,8/26/2011,37,23.43,5.39,7.6,27.7,51.4,14.1,27.4,27.3,984,9.1,9.37,12.56,0.77,0.23,0.05,0.45,Yes
208000803,803,506,3,2,8,2.7,,13.5,9502,7/20/2011,8/11/2011,8/26/2011,37,13.15,5.65,8.3,28.9,51,14.6,28.7,29.6,462,7.7,6.58,5.76,0.49,0.16,0.01,0.17,Yes
208000804,804,506,3,2,8,2.8,,15,9502,7/20/2011,8/11/2011,8/26/2011,37,20.36,6.37,10,34.7,54.4,15.8,29,24,840,8.8,10.73,8.12,1.12,0.26,0.02,0.08,Yes
208000901,901,4304,3,1,8,3.8,,11,15901,7/20/2011,8/11/2011,8/26/2011,37,16.2,6.34,9.8,32,50.4,15.4,30.5,20.1,874,9,8.38,7.16,0.47,0.13,0.02,0.03,Yes
208000902,902,4304,3,1,8,3.5,,13,15901,7/20/2011,8/11/2011,8/26/2011,37,15.75,7.42,10.3,35.1,47.3,13.9,29.5,23.1,651,9.5,7.51,7.39,0.46,0.19,0.02,0.17,Yes
208000903,903,4304,3,1,8,3.3,,14,15901,7/20/2011,8/11/2011,8/26/2011,37,13.51,6.92,9.3,31.4,45.3,13.4,29.5,26.1,902,9.2,6.32,6.21,0.28,0.45,0.01,0.23,Yes
208001002,1002,13504,3,2,8,3,,14,1802,7/20/2011,8/11/2011,8/26/2011,37,14.88,5.77,8.4,28.8,50,14.5,29.1,24,866,13.6,4.91,9.15,0.37,0.18,0.03,0.24,Yes
208001004,1004,13504,3,2,8,2.8,,12,1802,7/20/2011,8/11/2011,8/26/2011,37,15.16,6.04,10.5,34.4,57.1,17.4,30.4,16.8,836,10.3,7.19,7.17,0.47,0.09,0.02,0.23,Yes
208001102,1102,2509,3,2,8,3.3,,12,13502,7/20/2011,8/11/2011,8/26/2011,37,19.92,7.06,11.2,34.4,48.7,15.8,32.5,18.7,573,9.8,9.28,9.32,0.74,0.48,0.04,0.08,Yes
208001104,1104,2509,3,2,8,2.9,,8,13502,7/20/2011,8/11/2011,8/26/2011,37,15.64,6.15,10.9,35.1,57,17.7,31,16,733,8.5,8.63,5.82,1,0.11,0.02,0.05,Yes
208001105,1105,2509,3,2,8,2.6,,9,13502,7/20/2011,8/11/2011,8/26/2011,37,15.18,6.58,10.6,34.7,52.8,16.1,30.6,19.7,728,9.2,6.88,7.32,0.58,0.11,0.03,0.27,Yes
208001202,1202,16907,3,1,8,3.1,,12,3401,7/20/2011,8/11/2011,8/26/2011,37,19.11,5.97,10.8,35.6,59.7,18.2,30.4,22,643,9.1,5.54,12.86,0.27,0.25,0.02,0.15,Yes
208001204,1204,16907,3,1,8,2.7,,12,3401,7/20/2011,8/11/2011,8/26/2011,37,26.81,6.19,11.5,36.3,58.6,18.6,31.8,17,371,10.8,8.18,17.27,0.62,0.38,0.05,0.35,Yes
208001205,1205,16907,3,1,8,2.3,,11,3401,7/20/2011,8/11/2011,8/26/2011,37,12.33,5.48,10.6,35.1,64,19.4,30.3,19.8,429,11.1,6.79,4.77,0.38,0.17,0.02,0.21,Yes
208001403,1403,10913,3,1,8,2.6,,11,17001,7/21/2011,8/11/2011,8/26/2011,36,9.71,5.88,9.7,31.8,54.2,16.5,30.5,24.7,286,11.6,6.89,1.75,0.36,0.48,0,0.23,Yes
208001404,1404,10913,3,1,8,2.6,,13,17001,7/21/2011,8/11/2011,8/26/2011,36,12.82,6.27,8.9,30.1,48.1,14.2,29.6,27.1,738,9.5,6.97,4.99,0.67,0.13,0.01,0.06,Yes
208001407,1407,10913,3,1,8,2.8,,12,17001,7/21/2011,8/11/2011,8/26/2011,36,8.19,5.95,9.9,33,55.4,16.6,30,22.1,660,9.1,3.84,3.96,0.25,0.08,0.01,0.06,No
208001502,1502,9713,3,2,8,3.7,,13,1802,7/21/2011,8/11/2011,8/26/2011,36,20.85,6.03,10.1,33.5,55.6,16.8,30.2,15.9,402,10.6,11.7,7.78,0.54,0.58,0.02,0.21,Yes
208001504,1504,9713,3,2,8,2.7,,13,1802,7/21/2011,8/11/2011,8/26/2011,36,21.37,6.24,9.1,30,48.2,14.6,30.2,22.7,811,12.2,10.43,10.07,0.51,0.24,0.02,0.09,Yes
208001506,1506,9713,3,2,8,2.7,,12,1802,7/21/2011,8/11/2011,8/26/2011,36,12.28,5.61,9.9,30.2,53.8,17.7,32.9,20.2,171,12,4.4,7.29,0.36,0.1,0.01,0.12,Yes
208001605,1605,108,3,2,8,2.3,,16,13002,7/21/2011,8/15/2011,8/26/2011,36,16.09,7.26,9.6,32.3,44.5,13.2,29.6,23.3,469,12.1,9.41,5.89,0.53,0.18,0.03,0.05,Yes
208001606,1606,108,3,2,8,1.7,,12,13002,7/21/2011,8/15/2011,8/26/2011,36,9.25,5.8,10.4,33.6,57.9,18,31.1,19,100,13,5.61,3.1,0.16,0.25,0.01,0.13,Yes
208001608,1608,108,3,2,8,1.6,,13,13002,7/21/2011,8/15/2011,8/26/2011,36,14.66,6.7,10,33.6,50.1,15,29.9,22.8,209,13.3,7.61,6.26,0.22,0.43,0.01,0.13,Yes
208001701,1701,11907,3,2,8,2.8,,17,13502,7/21/2011,8/15/2011,8/26/2011,36,8.98,6.39,8,27.1,42.4,12.5,29.6,28,292,8.5,3.52,4.77,0.22,0.4,0.01,0.04,Yes
208001704,1704,11907,3,2,8,2.8,,16,13502,7/21/2011,8/15/2011,8/26/2011,36,10.47,7.59,10,34.8,45.9,13.2,28.7,25,521,7.5,3.46,5.83,0.45,0.69,0.02,0.03,Yes
208001706,1706,11907,3,2,8,2.5,,15,13502,7/21/2011,8/15/2011,8/26/2011,36,14.05,6.72,9.1,30,44.6,13.6,30.4,25.6,448,7.9,7.83,4.86,0.51,0.79,0.01,0.04,Yes
208001801,1801,15705,3,1,8,3.2,,17,10905,7/22/2011,8/15/2011,8/30/2011,39,11.01,7.65,10.5,36.9,48.2,13.8,28.5,25.4,775,7.1,5.23,5.34,0.2,0.14,0.01,0.09,Yes
208001802,1802,15705,3,1,8,3.1,,17,10905,7/22/2011,8/15/2011,8/30/2011,39,9.79,6.99,10.5,34.2,48.9,15.1,30.8,24.4,706,9.2,2.66,6.46,0.28,0.22,0.03,0.13,Yes
208001806,1806,15705,3,1,8,2.2,,14,10905,7/22/2011,8/15/2011,8/30/2011,39,12.72,6.3,9.8,33,52.3,15.6,29.9,24,646,9.5,5.22,6.87,0.34,0.13,0.03,0.14,Yes
208002101,2101,14907,3,2,8,3.9,,15,1601,7/22/2011,8/15/2011,8/30/2011,39,18.68,6.15,10.5,35.1,57.1,17.1,30,15.7,601,9.2,7.62,10.16,0.54,0.26,0.04,0.06,Yes
208002102,2102,14907,3,2,8,2.9,,16,1601,7/22/2011,8/15/2011,8/30/2011,39,16.57,5.44,9.5,32.9,60.5,17.5,28.9,16.3,812,8.9,8.45,7.41,0.5,0.13,0.02,0.07,Yes
208002103,2103,14907,3,2,8,3.1,,12,1601,7/22/2011,8/15/2011,8/30/2011,39,24.73,5.26,8.4,28.8,54.8,16,29.2,16.1,855,9.2,18.77,3.81,1.53,0.47,0.07,0.07,Yes
208002203,2203,16906,3,1,8,2.8,,9,3401,7/22/2011,8/15/2011,8/30/2011,39,11.69,4.76,9.6,31.1,65.3,20.2,31,19.4,634,11.2,5.14,5.75,0.61,0.13,0.02,0.02,Yes
208002204,2204,16906,3,1,8,2.6,,5,3401,7/22/2011,8/15/2011,8/30/2011,39,8.29,5.15,9.9,33.3,64.6,19.2,29.6,18.1,810,8.9,4.93,2.7,0.52,0.06,0.02,0.07,Yes
208002209,2209,16906,3,1,8,1.7,,10,3401,7/22/2011,8/15/2011,8/30/2011,39,11.2,5.49,10.3,33.9,61.8,18.7,30.2,16.3,693,9.1,5.51,5.03,0.37,0.07,0.03,0.19,Yes
208002301,2301,809,3,2,8,2.7,,13,13002,7/22/2011,8/15/2011,8/30/2011,39,19.18,6.39,10.6,36.7,57.5,16.6,29,17.6,972,8.6,7.63,10.63,0.69,0.06,0.06,0.12,Yes
208002304,2304,809,3,2,8,2.2,,12,13002,7/22/2011,8/15/2011,8/30/2011,39,14.1,6.43,9.8,33.3,51.8,15.2,29.4,22,769,8.6,7.46,6.06,0.42,0.07,0.03,0.06,Yes
208002306,2306,809,3,2,8,2.6,,15,13002,7/22/2011,8/15/2011,8/30/2011,39,15.45,6.73,10.5,36.9,54.8,15.7,28.6,23.3,807,8.9,7.43,7.18,0.49,0.09,0.03,0.23,Yes
208002403,2403,10911,3,1,8,4.5,,15,303,7/22/2011,8/15/2011,8/30/2011,39,12.87,6.45,11,36.5,56.6,17.1,30.2,20.1,477,9.3,4.77,7.41,0.42,0.1,0.01,0.13,Yes
208002405,2405,10911,3,1,8,3.3,,14,303,7/22/2011,8/15/2011,8/30/2011,39,10.71,7.04,10.4,34.8,49.4,14.8,29.9,26.7,710,9.3,5.98,4.26,0.21,0.12,0.01,0.13,Yes
208002406,2406,10911,3,1,8,2.8,,15,303,7/22/2011,8/15/2011,8/30/2011,39,9.87,6.38,9.6,32.7,51.3,15,29.2,26.9,737,9.6,4.34,5.03,0.19,0.19,0.01,0.12,Yes
208002501,2501,17110,3,1,8,3.2,,16,11403,7/22/2011,8/15/2011,8/30/2011,39,15.24,6.23,10.6,35.8,57.4,17,29.5,19.3,820,9.4,8.28,6.25,0.32,0.06,0.03,0.3,Yes
208002503,2503,17110,3,1,8,3.2,,13,11403,7/22/2011,8/15/2011,8/30/2011,39,15.19,6.9,11.4,37.1,53.8,16.5,30.8,18.5,605,9.8,4.07,10.21,0.44,0.2,0.05,0.26,Yes
208002601,2601,15708,3,1,8,3.2,,14,10905,7/23/2011,8/15/2011,8/30/2011,38,19.3,6.72,10.6,34.5,51.4,15.8,30.7,21.7,491,8.9,6.2,11.73,1.04,0.12,0.08,0.14,Yes
208002603,2603,15708,3,1,8,2.2,,11,10905,7/23/2011,8/15/2011,8/30/2011,38,10.11,6.1,10.6,34.8,57.1,17.4,30.4,23.8,493,9.1,5.69,4.02,0.27,0.07,0.02,0.03,Yes
208002604,2604,15708,3,1,8,2.7,,7,10905,7/23/2011,8/15/2011,8/30/2011,38,12.09,6.17,10.2,34.3,55.6,16.6,29.9,20.9,621,9,8.02,3.8,0.11,0.07,0.01,0.08,Yes
208002702,2702,12903,3,2,8,4,,15,13502,7/23/2011,8/15/2011,8/30/2011,38,11.63,5.39,7.6,25.9,48.1,14.2,29.5,20,668,9.8,3.91,7.28,0.24,0.07,0.01,0.12,Yes
208002704,2704,12903,3,2,8,3.6,,16,13502,7/23/2011,8/15/2011,8/30/2011,38,16.79,6.77,9.9,33.9,50.1,14.6,29.2,22.1,627,8.9,7.1,8.75,0.71,0.17,0.03,0.05,Yes
208002705,2705,12903,3,2,8,4.1,,16,13502,7/23/2011,8/15/2011,8/30/2011,38,8.37,7.22,9.4,33.6,46.5,13,28,21.3,802,9.7,3.89,3.26,0.64,0.49,0.03,0.05,Yes
208002801,2801,11007,3,1,8,3.3,,11,10905,7/23/2011,8/15/2011,8/30/2011,38,13.71,6.55,11.9,37.3,56.9,18.2,31.9,15.1,478,9.2,6.5,6.5,0.3,0.19,0.03,0.19,Yes
208002803,2803,11007,3,1,8,2.9,,12,10905,7/23/2011,8/15/2011,8/30/2011,38,16.11,6.3,11.6,37,58.7,18.5,31.4,16.1,461,9.7,7.96,7.27,0.24,0.42,0.05,0.18,Yes
208002804,2804,11007,3,1,8,3.1,,14,10905,7/23/2011,8/15/2011,8/30/2011,38,12.76,6.42,12,38.7,60.3,18.7,31.1,16,544,9.3,5.26,6.69,0.37,0.24,0.05,0.15,Yes
208002901,2901,309,3,1,8,2.9,,14,15901,7/23/2011,8/15/2011,8/30/2011,38,16.19,6.2,10,34.2,55.2,16.2,29.4,24.5,1141,8.1,6.95,8.11,0.5,0.4,0.03,0.21,Yes
208002904,2904,309,3,1,8,2.7,,14,15901,7/23/2011,8/15/2011,8/30/2011,38,13.8,7.35,11.3,37.2,50.6,15.4,30.5,20.9,484,9.8,3.48,9.66,0.28,0.23,0.03,0.14,Yes
208002905,2905,309,3,1,8,2.5,,13,15901,7/23/2011,8/15/2011,8/30/2011,38,20.22,6.89,11.1,33.4,48.5,16.1,33.2,23.1,1143,11.7,9.08,9.58,0.85,0.59,0.02,0.1,Yes
208003001,3001,14508,3,1,8,2.3,10912,12,3401,7/23/2011,8/15/2011,8/30/2011,38,13.86,6.41,10.9,35.8,55.8,16.9,30.4,19.1,445,10.1,7.18,5.99,0.39,0.1,0.01,0.19,Yes
208003002,3002,14508,3,1,8,2.3,10912,12,3401,7/23/2011,8/15/2011,8/30/2011,38,13.27,6.49,11.2,37,57.1,17.2,30.2,19.1,284,11.2,8.56,3.66,0.36,0.52,0.03,0.15,Yes
208003003,3003,14508,3,1,8,2,16008,12,3401,7/23/2011,8/18/2011,8/30/2011,38,11.91,6.27,10.2,33.2,53,16.2,30.6,21.7,688,10.1,5.54,5.43,0.39,0.12,0.02,0.4,Yes
208003103,3103,11505,3,2,8,3.2,,17,13501,7/23/2011,8/15/2011,8/30/2011,38,10.68,6.99,10.5,36.2,51.8,15.1,29.1,21.4,531,10,3.42,6.44,0.58,0.17,0.03,0.04,Yes
208003104,3104,11505,3,2,8,2.9,,15,13501,7/23/2011,8/15/2011,8/30/2011,38,9.07,6.87,9.2,31.7,46.1,13.4,29.1,22.3,495,11.3,5.05,2.95,0.25,0.65,0.02,0.15,Yes
208003105,3105,11505,3,2,8,3,,12,13501,7/23/2011,8/15/2011,8/30/2011,38,15.68,6.36,10.6,35,55.1,16.6,30.2,19,392,10.4,3.14,11.12,0.93,0.34,0.08,0.09,Yes
208003201,3201,11507,3,2,8,3.7,,19,504,7/24/2011,8/15/2011,8/30/2011,37,17.59,6.78,9.1,30.8,45.4,13.4,29.6,22.5,689,9.4,5.15,11.68,0.28,0.3,0.02,0.16,Yes
208003202,3202,11507,3,2,8,3.1,,16,504,7/24/2011,8/15/2011,8/30/2011,37,11.71,7.22,9.2,31.4,43.5,12.7,29.2,26.1,869,10.7,1.7,9.51,0.2,0.14,0.01,0.15,Yes
208003204,3204,11507,3,2,8,2.7,,15,504,7/24/2011,8/15/2011,8/30/2011,37,12.22,7.06,9.5,33.3,47.2,13.5,28.5,28,743,10.3,2.59,8.91,0.46,0.2,0.02,0.04,No
208003302,3302,10912,3,1,8,3.5,,16,303,7/24/2011,8/15/2011,8/30/2011,37,10.9,7.16,10.7,36.6,51.1,14.9,29.2,27.2,472,8.2,3.63,6.78,0.19,0.13,0.01,0.15,Yes
208003303,3303,10912,3,1,8,3.6,,15,303,7/24/2011,8/15/2011,8/30/2011,37,12,6.76,10.7,36.1,53.4,15.9,29.7,21,649,8.9,6.1,5.45,0.19,0.11,0.02,0.13,Yes
208003401,3401,16008,3,1,8,3.1,,18,17108,7/24/2011,8/18/2011,8/30/2011,37,15.72,6.59,10.2,34.9,52.9,15.5,29.3,28.5,521,7.9,7.61,6.82,0.85,0.27,0.03,0.13,Yes
208003501,3501,15207,3,2,8,4.2,1806,19,1802,7/24/2011,8/18/2011,8/30/2011,37,11.14,6.84,7.7,28.7,42,11.3,26.8,30,977,6.9,6.54,4.08,0.36,0.11,0.02,0.03,No
208003502,3502,15207,3,2,8,4,1806,22,1802,7/24/2011,8/18/2011,8/30/2011,37,21.04,7.59,7.9,30.1,39.7,10.4,26.2,33.6,965,7.1,12.58,6.77,0.82,0.74,0.04,0.11,Yes
208003503,3503,15207,3,2,8,3.8,1806,21,1802,7/24/2011,8/18/2011,8/30/2011,37,12.54,6.29,7.9,28.1,44.7,12.5,28.1,27.2,1540,8.6,5.92,6.04,0.24,0.15,0.03,0.18,Yes
208003601,3601,1806,3,2,8,3.7,,20,1601,7/24/2011,8/18/2011,8/30/2011,37,20.01,6.46,9.4,32.6,50.4,14.5,28.8,20.4,519,9.5,10.59,8.22,0.82,0.26,0.04,0.06,Yes
208003603,3603,1806,3,2,8,3.2,,19,1601,7/24/2011,8/18/2011,8/30/2011,37,14.29,6.92,7.6,28,40.5,11,27.2,27.9,710,7.8,5.67,7.82,0.29,0.26,0.03,0.23,No
208003604,3604,1806,3,2,8,3,,18,1601,7/24/2011,8/18/2011,8/30/2011,37,11.45,6.49,8.7,29.2,44.9,13.4,29.8,25.4,556,9,5.05,5.51,0.39,0.34,0.01,0.15,Yes
208003702,3702,9905,3,2,8,2.8,,15,13502,7/25/2011,8/18/2011,8/30/2011,36,14.19,7.54,10.9,35.3,46.8,14.4,30.8,19.1,478,9.4,6.04,7.56,0.27,0.18,0.03,0.11,Yes
208003704,3704,9905,3,2,8,2.4,,13,13502,7/25/2011,8/18/2011,8/30/2011,36,12.21,7,11.4,37.9,54.1,16.3,30.2,18.4,558,9.1,6.3,5.18,0.45,0.12,0.02,0.16,Yes
208003708,3708,9905,3,2,8,2.6,,14,13502,7/25/2011,8/18/2011,8/30/2011,36,15.17,6.98,11.4,36.4,52.1,16.3,31.3,17.3,473,9.4,8.21,6.1,0.46,0.24,0.03,0.14,Yes
208003801,3801,12608,3,1,8,3.5,,17,16901,7/26/2011,8/18/2011,8/30/2011,35,9.32,5.86,9.2,30.3,51.7,15.6,30.2,23.5,569,9.2,4.35,4.4,0.38,0.13,0.01,0.05,No
208003803,3803,12608,3,1,8,2.8,,16,16901,7/26/2011,8/18/2011,8/30/2011,35,12.49,6.37,10,33.5,52.5,15.7,29.8,22.3,518,8.8,5.42,6.02,0.56,0.17,0.02,0.27,Yes
208003901,3901,15208,3,2,8,3.3,,12,2301,7/26/2011,8/18/2011,8/30/2011,35,14.03,5.6,9.3,30.6,54.6,16.6,30.4,17.3,614,10,5.06,7.84,0.38,0.51,0.03,0.22,Yes
208003902,3902,15208,3,2,8,3,,13,2301,7/26/2011,8/18/2011,8/30/2011,35,23.44,5.98,9.6,31.8,53.2,16.1,30.3,18.7,711,9.8,6.91,14.95,0.66,0.23,0.05,0.63,Yes
208003903,3903,15208,3,2,8,2.8,,12,2301,7/26/2011,8/18/2011,8/30/2011,35,27.73,6.03,9.8,32.6,54,16.2,29.9,20,520,10.1,8.37,17.94,0.92,0.19,0.11,0.19,Yes
208004005,4005,11206,3,2,8,2.6,,15,2301,7/26/2011,8/18/2011,8/30/2011,35,17.85,6.93,10,34.4,49.6,14.5,29.1,22.5,521,10.3,7.71,9.01,0.79,0.21,0.05,0.05,Yes
208004008,4008,11206,3,2,8,2.7,,15,2301,7/26/2011,8/18/2011,8/30/2011,35,16.92,6.94,9.9,34.1,49.2,14.2,28.9,21.6,744,10.9,8.34,7.82,0.46,0.22,0.02,0.05,Yes
208004009,4009,11206,3,2,8,2.1,,13,2301,7/26/2011,8/18/2011,8/30/2011,35,13.18,7.29,9.1,32,43.9,12.4,28.4,24.5,518,8.6,5.35,7.3,0.17,0.17,0.01,0.17,Yes
208004101,4101,9504,3,2,8,3.5,,12,504,7/26/2011,8/18/2011,8/30/2011,35,19.08,6.77,8.9,30.5,45,13.2,29.3,24.8,562,11.1,9.65,8.09,0.65,0.34,0.08,0.27,Yes
208004105,4105,9504,3,2,8,3,,14,504,7/26/2011,8/18/2011,8/30/2011,35,15.7,6.03,8.8,30.8,51.1,14.5,28.5,28.3,578,10.3,9.03,5.29,0.6,0.46,0.03,0.3,Yes
208004107,4107,9504,3,2,8,3,,14,504,7/26/2011,8/18/2011,8/30/2011,35,16.74,6.96,10.8,36.2,52.1,15.5,29.8,24.9,748,9.1,7.58,8.22,0.47,0.2,0.03,0.23,Yes
208004202,4202,11405,3,1,8,3.5,,15,303,7/26/2011,8/18/2011,8/30/2011,35,13.84,6.78,10.1,33.7,49.7,14.9,29.9,22.2,535,10,4.73,8.05,0.47,0.4,0.01,0.17,Yes
208004203,4203,11405,3,1,8,2.7,,13,303,7/26/2011,8/18/2011,8/30/2011,35,11.71,6.59,9.5,32.2,48.9,14.4,29.6,23.9,602,11.7,3.1,8.13,0.33,0.09,0.02,0.02,Yes
208004204,4204,11405,3,1,8,2.5,,13,303,7/26/2011,8/18/2011,8/30/2011,35,13.12,6.22,9.1,30.9,49.8,14.6,29.3,21.2,739,10.2,6.25,6.23,0.37,0.07,0.01,0.2,Yes
208004301,4301,1406,3,1,8,3.6,,17,17001,7/26/2011,8/18/2011,8/30/2011,35,12.28,6.25,9.9,31.8,50.9,15.8,31,24.1,692,9.1,5.66,5.64,0.21,0.25,0.02,0.52,No
208004303,4303,1406,3,1,8,3.1,,14,17001,7/26/2011,8/18/2011,8/30/2011,35,14.71,6.49,10.5,35.3,54.5,16.1,29.6,17.6,590,10,8.18,5.81,0.49,0.15,0.01,0.07,Yes
208004304,4304,1406,3,1,8,3.2,,15,17001,7/26/2011,8/18/2011,8/30/2011,35,19.53,6.27,10.9,35.6,56.8,17.4,30.6,17,485,9.9,11.99,6.76,0.29,0.12,0.04,0.33,Yes
208004402,4402,205,3,1,8,3.4,,14,303,7/26/2011,8/18/2011,8/30/2011,35,10.39,8.34,10.5,36,43.1,12.6,29.3,28.6,396,8.7,5.01,4.61,0.25,0.17,0.01,0.34,Yes
208004403,4403,205,3,1,8,3.9,,14,303,7/26/2011,8/18/2011,8/30/2011,35,8.93,7.99,9.2,33.5,41.9,11.6,27.6,32.2,569,7.2,3.66,4.59,0.25,0.24,0.01,0.18,Yes
208004405,4405,205,3,1,8,2.5,,13,303,7/26/2011,8/18/2011,8/30/2011,35,13.2,7.84,9.6,33.5,42.7,12.2,28.5,29,538,8.1,5.69,6.2,0.4,0.69,0.01,0.22,Yes
208004503,4503,307,3,1,8,3.4,,11,15901,7/26/2011,8/18/2011,8/30/2011,35,21.15,6.58,8.8,30.5,46.4,13.4,29,28.1,715,9.5,12.56,7.95,0.38,0.15,0.02,0.06,Yes
208004504,4504,307,3,1,8,3.1,,13,15901,7/26/2011,8/18/2011,8/30/2011,35,21.23,7.48,8.8,30.3,40.5,11.8,29.2,29.1,287,8.1,8.75,10.93,0.57,0.59,0.04,0.34,Yes
208004603,4603,3710,3,1,8,3,307,11,17108,7/26/2011,8/18/2011,8/30/2011,35,10.49,6.22,9.9,33.7,54.2,15.8,29.2,22.4,759,9.8,6.21,3.76,0.24,0.1,0.01,0.17,Yes
208004701,4701,11510,3,2,8,3.9,,12,9502,7/27/2011,8/18/2011,9/7/2011,42,17.89,6.54,10.3,35,53.6,15.8,29.4,21.9,508,10.9,6.98,9.16,0.95,0.63,0.07,0.13,Yes
208004702,4702,11510,3,2,8,3.6,,15,9502,7/27/2011,8/18/2011,9/7/2011,42,31.38,6.63,10.6,35.9,54.2,15.9,29.4,21.9,590,12.3,16.6,12.14,1.79,0.53,0.09,0.22,Yes
208004703,4703,11510,3,2,8,3.9,,14,9502,7/27/2011,8/18/2011,9/7/2011,42,23.16,6.18,9.8,33.6,54.4,15.9,29.3,22.1,390,10.3,7.55,13.83,1,0.6,0.07,0.12,Yes
208004801,4801,10008,3,1,8,3.5,,11,10905,7/28/2011,8/18/2011,9/7/2011,41,12.03,6.36,10.6,36.1,56.8,16.7,29.4,20.8,510,10.8,4.15,6.7,0.38,0.24,0.04,0.52,Yes
208004803,4803,10008,3,1,8,2.8,,10,10905,7/28/2011,8/18/2011,9/7/2011,41,15.59,5.44,8.8,29.8,54.7,16.1,29.4,21.3,648,10,8.48,5.83,1.06,0.12,0.02,0.08,Yes
208004804,4804,10008,3,1,8,2.5,,12,10905,7/28/2011,8/18/2011,9/7/2011,41,16.73,6.97,9.5,33.8,48.4,13.6,28.2,25.1,756,10.2,8.18,6.81,0.45,0.92,0.05,0.32,Yes
208004902,4902,15511,3,1,8,3,,14,16901,7/28/2011,8/25/2011,9/7/2011,41,16.68,6.31,9.4,31.7,50.3,15,29.7,22,533,9.5,9.19,6.62,0.63,0.15,0.02,0.05,Yes
208004903,4903,15511,3,1,8,2.7,,14,16901,7/28/2011,8/25/2011,9/7/2011,41,12.14,6.17,9.2,31.1,50.5,15,29.6,27.6,114,8,5.68,5.68,0.58,0.07,0.04,0.08,Yes
208004907,4907,15511,3,1,8,1.9,,12,16901,7/28/2011,8/25/2011,9/7/2011,41,13.18,6.93,10.3,35.3,50.9,14.9,29.2,27.5,351,8,6.46,5.93,0.28,0.24,0.03,0.25,Yes
208005006,5006,305,3,1,8,2.7,808,18,17108,7/28/2011,8/25/2011,9/7/2011,41,19.28,6.78,9,32.6,48.1,13.3,27.7,27.8,792,7.9,11.09,5.24,0.62,1.72,0.04,0.56,Yes
208005103,5103,4308,3,1,8,3.8,,18,16901,7/30/2011,8/25/2011,9/7/2011,39,9.74,5.86,9.2,31.4,53.6,15.8,29.4,23.7,361,9.2,4.41,4.89,0.31,0.08,0.01,0.04,Yes
208005105,5105,4308,3,1,8,3.1,,14,16901,7/30/2011,8/25/2011,9/7/2011,39,17.21,6.09,10.8,36.1,59.3,17.8,30,17.3,607,8.4,10.34,6.01,0.22,0.24,0.02,0.38,Yes
208005106,5106,4308,3,1,8,3.4,,14,16901,7/30/2011,8/25/2011,9/7/2011,39,13.79,6.1,10.2,33.9,55.6,16.7,30,17.9,430,9,6.62,6.3,0.48,0.11,0.03,0.25,Yes
208005203,5203,12210,3,2,8,3.6,,15,504,7/30/2011,8/25/2011,9/7/2011,39,16.68,5.4,8.8,30.1,55.9,16.4,29.3,20.5,542,9.4,5.44,10.12,0.63,0.17,0.03,0.27,Yes
208005204,5204,12210,3,2,8,3.7,,18,504,7/30/2011,8/25/2011,9/7/2011,39,15.27,6.26,9.5,32.4,51.8,15.1,29.2,22.4,478,9.8,5.86,8.23,0.79,0.31,0.02,0.06,Yes
208005206,5206,12210,3,2,8,3.2,,13,504,7/30/2011,8/25/2011,9/7/2011,39,11.69,5.52,7.9,26.8,48.6,14.3,29.5,22.2,300,11.8,4.49,6.22,0.23,0.35,0.04,0.35,Yes
208005302,5302,1008,3,2,8,2.9,10507,15,2301,8/1/2011,8/25/2011,9/7/2011,37,12.77,6.61,8.9,32.6,49.3,13.5,27.4,23.3,481,12.2,6.46,4.76,0.55,0.46,0.03,0.51,Yes
208005402,5402,808,3,2,8,3.3,,17,2301,8/1/2011,8/25/2011,9/7/2011,37,19.37,6,7.3,26.2,43.8,12.2,27.9,26.9,1124,11.8,5.29,13,0.66,0.14,0.04,0.25,Yes
208005403,5403,808,3,2,8,3.6,,15,2301,8/1/2011,8/25/2011,9/7/2011,37,16.29,5.38,7.2,26.4,49,13.5,27.5,24.7,722,11.5,6.76,8.5,0.72,0.18,0.03,0.1,Yes
